customer_id,annual_income,employment_years,credit_score,existing_loans,loan_amount,loan_tenure_months,monthly_expenses,employment_type,education_level,loan_purpose,property_ownership,loan_approved
CUST1004,460852,0,761,2,3295100,60,11789,Self-Employed,PhD,Personal,1,1
CUST1005,768158,12,731,2,3472578,84,43906,Self-Employed,Bachelor,Vehicle,1,1
CUST1006,1045139,4,679,0,1235622,60,64234,Salaried,Bachelor,Education,1,1
CUST1007,1758638,4,641,4,4242907,120,88969,Self-Employed,Master,Home,0,0
CUST1008,1370631,6,674,3,595501,120,45013,Self-Employed,Bachelor,Business,0,1
CUST1009,2111342,0,732,1,3936101,12,77880,Salaried,Bachelor,Home,0,1
CUST1010,2271635,10,735,0,3992571,36,101838,Salaried,PhD,Home,1,1
CUST1011,2161019,8,724,2,2062236,84,139957,Government,Master,Home,1,1
CUST1012,2391738,9,577,4,1561602,120,84443,Self-Employed,Master,Vehicle,0,0
CUST1013,1678492,12,678,4,2396118,12,93131,Salaried,Bachelor,Business,1,1
CUST1014,469768,15,629,0,4689596,84,20345,Salaried,Master,Home,0,1
CUST1015,2448185,6,733,3,3515495,36,91587,Government,High School,Vehicle,0,1
CUST1016,1741456,10,618,2,1128290,84,76617,Government,Bachelor,Education,0,1
CUST1017,1906199,9,716,0,739746,12,53310,Self-Employed,PhD,Business,1,1
CUST1018,455709,9,657,3,3567155,48,26558,Self-Employed,Bachelor,Home,1,1
CUST1019,354023,9,529,4,4561496,120,12439,Salaried,Master,Business,1,0
CUST1020,1057611,15,754,1,405439,36,58407,Self-Employed,Bachelor,Personal,1,1
CUST1021,623945,5,677,2,4256330,24,17375,Salaried,High School,Home,0,1
CUST1022,2295810,0,782,2,1731063,36,148758,Business,Master,Home,1,1
CUST1023,201253,4,546,3,3030858,36,6649,Self-Employed,High School,Home,0,0
CUST1024,2456787,11,656,0,338988,36,151782,Salaried,Bachelor,Home,1,1
CUST1025,2434614,8,662,4,4136679,48,142980,Salaried,High School,Education,1,1
CUST1026,2487249,5,701,3,2499711,120,162485,Government,PhD,Vehicle,1,1
CUST1027,1130162,2,573,1,4299012,12,50757,Salaried,Bachelor,Personal,1,0
CUST1028,1454634,9,723,1,2604293,120,80453,Salaried,Bachelor,Home,1,1
CUST1029,1038379,11,832,1,1674438,24,41998,Self-Employed,High School,Business,0,1
CUST1030,1408807,9,717,3,2559180,12,46042,Salaried,PhD,Business,1,1
CUST1031,302775,6,687,4,3906397,84,13159,Government,Master,Business,0,1
CUST1032,1149211,8,569,2,2057708,84,36666,Salaried,Master,Education,0,1
CUST1033,2090947,8,618,0,1353027,84,137832,Government,Bachelor,Home,1,1
CUST1034,499972,8,675,2,489844,12,14504,Salaried,Bachelor,Business,1,1
CUST1035,448854,2,637,4,337249,60,22240,Salaried,High School,Education,0,0
CUST1036,594600,8,762,2,4575605,48,30385,Government,Bachelor,Vehicle,1,1
CUST1037,2167118,5,722,3,1447955,60,102764,Self-Employed,Bachelor,Vehicle,1,1
CUST1038,2449070,13,895,1,820802,120,128799,Salaried,PhD,Home,1,1
CUST1039,399055,8,601,4,4508795,84,11908,Salaried,Master,Home,1,0
CUST1040,2213901,12,682,4,2897534,48,106545,Self-Employed,Bachelor,Personal,1,1
CUST1041,1628763,6,569,2,4029810,12,60210,Self-Employed,High School,Business,0,0
CUST1042,1051877,6,502,3,4392486,84,67503,Business,Master,Personal,1,0
CUST1043,1436715,15,737,2,3069579,12,81537,Business,High School,Home,1,1
CUST1044,260257,10,719,2,757161,48,17052,Self-Employed,High School,Business,1,1
CUST1045,1706534,4,611,4,4700291,12,45333,Salaried,Bachelor,Business,1,0
CUST1046,1004143,12,687,2,4369230,12,37033,Self-Employed,Bachelor,Personal,0,1
CUST1047,2487697,5,629,1,131147,24,82448,Self-Employed,Master,Home,0,1
CUST1048,708423,9,640,2,1642063,120,18039,Salaried,Bachelor,Home,0,0
CUST1049,1104133,17,654,1,4083743,60,38751,Salaried,High School,Education,1,1
CUST1050,551616,0,608,4,2267939,60,29391,Salaried,Bachelor,Personal,0,0
CUST1051,2140155,7,622,3,4856085,60,74110,Salaried,Master,Personal,0,0
CUST1052,955158,10,624,1,538633,36,44136,Salaried,Bachelor,Personal,1,1
CUST1053,1948967,11,713,3,2946355,24,120821,Self-Employed,Bachelor,Personal,1,1
CUST1054,2048388,1,458,3,3321335,84,110421,Government,PhD,Home,1,0
CUST1055,1096383,0,661,1,3082954,84,45437,Self-Employed,PhD,Home,1,1
CUST1056,459215,13,592,4,217071,84,18607,Salaried,PhD,Home,0,0
CUST1057,453349,4,595,0,1825823,60,19942,Salaried,Master,Education,0,0
CUST1058,2139669,4,637,3,4700188,120,69275,Self-Employed,High School,Vehicle,1,0
CUST1059,2020914,15,678,3,2715880,60,103908,Salaried,Bachelor,Personal,1,1
CUST1060,2140584,8,662,4,4800247,120,85993,Self-Employed,Bachelor,Home,1,1
CUST1061,2209450,8,594,4,4811631,24,133705,Business,Bachelor,Business,0,0
CUST1062,1571405,7,737,2,2464551,120,88820,Salaried,PhD,Personal,0,1
CUST1063,1601174,1,607,4,122219,12,80760,Salaried,Master,Business,1,0
CUST1064,1596207,11,621,3,2857501,60,64127,Self-Employed,Master,Home,1,0
CUST1065,758688,10,702,1,1896252,84,25603,Business,High School,Business,1,1
CUST1066,211852,8,705,0,3814610,12,12147,Government,PhD,Education,1,1
CUST1067,1741588,7,631,2,2842063,60,78836,Government,Master,Business,1,1
CUST1068,213691,6,445,1,4962894,48,7343,Salaried,High School,Education,1,0
CUST1069,574341,12,609,0,416042,36,19029,Business,Master,Home,1,1
CUST1070,1426713,7,692,0,2314381,60,45500,Salaried,Bachelor,Personal,1,1
CUST1071,712726,7,735,0,1387900,48,40897,Salaried,High School,Business,1,1
CUST1072,1629796,10,673,1,915048,24,56294,Government,Master,Business,1,1
CUST1073,976184,9,641,2,1326137,48,45825,Business,Master,Personal,1,1
CUST1074,1284002,16,863,2,2709245,24,56257,Salaried,High School,Home,0,1
CUST1075,419968,0,650,0,2553821,60,20641,Salaried,Bachelor,Home,1,1
CUST1076,468963,9,728,1,4922367,24,28863,Salaried,PhD,Vehicle,1,1
CUST1077,1490077,4,573,0,1288669,48,91127,Salaried,Master,Home,0,1
CUST1078,699165,3,592,4,2241951,120,30619,Salaried,Master,Vehicle,1,0
CUST1079,399780,5,731,2,4866977,36,10250,Business,Bachelor,Home,0,0
CUST1080,1207557,8,763,3,974914,12,51645,Self-Employed,High School,Home,1,1
CUST1081,1884581,8,648,0,655750,12,94715,Government,Bachelor,Business,1,1
CUST1082,1390578,0,532,4,229340,36,67081,Government,Bachelor,Home,0,0
CUST1083,2176170,5,666,2,4286343,84,113463,Self-Employed,Bachelor,Vehicle,1,1
CUST1084,1673934,9,695,1,2904414,12,52594,Government,High School,Business,1,1
CUST1085,1471627,3,687,2,1146376,60,76434,Self-Employed,Bachelor,Personal,1,1
CUST1086,1386123,2,634,1,2450057,84,45202,Salaried,Bachelor,Vehicle,1,0
CUST1087,1796596,0,667,1,4863218,60,101097,Self-Employed,Master,Home,1,1
CUST1088,1965559,4,620,0,2846175,48,76909,Self-Employed,High School,Vehicle,1,1
CUST1089,488449,2,591,0,3105068,48,26659,Government,Bachelor,Business,1,1
CUST1090,713634,3,740,2,291324,84,19264,Business,High School,Vehicle,0,1
CUST1091,1241339,6,687,4,4753966,84,52128,Salaried,Bachelor,Vehicle,1,1
CUST1092,370237,5,667,2,4672887,84,20132,Government,High School,Business,0,1
CUST1093,1036047,2,639,3,3709248,84,35694,Salaried,PhD,Business,1,0
CUST1094,609332,0,665,1,3517766,24,35424,Government,Master,Business,1,1
CUST1095,1319929,9,692,1,283229,120,67689,Salaried,Bachelor,Home,0,1
CUST1096,401373,11,818,0,887876,84,19860,Salaried,High School,Home,1,1
CUST1097,1586368,6,732,4,3098925,120,63028,Salaried,Bachelor,Business,0,1
CUST1098,1025474,6,626,0,1138894,84,46251,Self-Employed,Master,Home,1,1
CUST1099,1770963,8,627,3,2839530,48,88352,Salaried,High School,Home,1,0
CUST1100,551233,15,615,2,174078,60,24632,Business,Bachelor,Home,1,0
CUST1101,1404744,0,663,2,89759,120,75991,Salaried,Master,Business,1,1
CUST1102,1955922,5,615,4,4623483,48,84242,Business,Master,Education,1,0
CUST1103,848590,0,717,0,3000161,12,28366,Government,Master,Vehicle,1,1
CUST1104,2311018,9,468,0,4611679,24,78375,Salaried,Master,Education,1,1
CUST1105,615071,7,722,3,1082203,24,15525,Salaried,PhD,Business,0,1
CUST1106,2464139,9,702,2,941111,60,92503,Government,Bachelor,Education,1,1
CUST1107,474746,8,781,0,2432778,84,26683,Self-Employed,Bachelor,Vehicle,1,1
CUST1108,1696450,12,750,4,4724837,48,98546,Self-Employed,Master,Education,1,1
CUST1109,1417715,10,625,2,3067721,12,47402,Salaried,Master,Personal,0,0
CUST1110,338588,12,741,3,4959358,48,21994,Self-Employed,PhD,Personal,0,0
CUST1111,1882159,2,666,4,4635941,84,86454,Business,High School,Vehicle,1,1
CUST1112,2183426,13,525,1,4493131,84,138008,Salaried,Bachelor,Personal,0,0
CUST1113,1490875,4,692,3,295256,36,81175,Salaried,Bachelor,Education,1,1
CUST1114,303950,4,630,4,2168670,48,16748,Salaried,Bachelor,Business,1,0
CUST1115,509638,9,680,0,460275,60,14546,Government,Bachelor,Vehicle,1,1
CUST1116,780517,9,812,1,1879210,48,26667,Government,Master,Vehicle,0,1
CUST1117,1333224,2,697,3,644091,24,33820,Salaried,High School,Personal,1,1
CUST1118,218547,7,598,0,121524,12,11984,Salaried,Master,Vehicle,1,0
CUST1119,2463520,15,757,1,1617431,120,96943,Salaried,Master,Personal,1,1
CUST1120,725735,0,709,2,926004,60,41930,Salaried,Bachelor,Education,1,1
CUST1121,1920534,15,589,0,2024760,36,75135,Salaried,Bachelor,Vehicle,0,1
CUST1122,1484766,6,551,4,4835613,12,87807,Business,Bachelor,Vehicle,1,0
CUST1123,2483554,0,601,3,2882761,12,75613,Self-Employed,Master,Vehicle,1,0
CUST1124,934105,1,746,1,2142195,120,30100,Salaried,Master,Education,0,1
CUST1125,292782,3,655,0,1810828,24,11477,Government,Master,Vehicle,0,1
CUST1126,807220,4,686,2,1220407,24,33919,Self-Employed,PhD,Personal,0,1
CUST1127,2155608,7,572,3,818976,24,85209,Self-Employed,Bachelor,Home,0,0
CUST1128,1191316,0,749,3,4681004,60,67688,Salaried,PhD,Business,0,1
CUST1129,623316,8,518,0,1293517,48,18100,Salaried,Master,Education,1,1
CUST1130,2154259,2,627,2,1274858,12,85381,Business,Master,Personal,1,0
CUST1131,1414915,14,713,1,1942608,48,84732,Self-Employed,High School,Business,1,1
CUST1132,655595,6,590,0,4584945,48,18214,Salaried,PhD,Home,1,1
CUST1133,1645744,12,729,1,682899,24,105762,Self-Employed,Bachelor,Education,1,1
CUST1134,2068806,13,610,3,3333287,48,136740,Business,Master,Vehicle,1,0
CUST1135,1732226,13,581,1,4042852,12,49698,Salaried,High School,Home,1,1
CUST1136,2328091,5,782,2,2733552,12,86456,Self-Employed,Bachelor,Business,1,1
CUST1137,1940462,5,692,4,998614,84,78621,Business,Bachelor,Personal,1,1
CUST1138,2418673,6,721,2,3434768,36,138710,Salaried,Bachelor,Personal,1,1
CUST1139,1803154,11,761,1,2904891,60,89851,Government,High School,Home,0,1
CUST1140,1053093,5,470,0,3187358,48,54601,Self-Employed,Master,Personal,1,1
CUST1141,989178,7,730,3,4592709,60,55950,Self-Employed,High School,Vehicle,1,1
CUST1142,763098,9,619,4,4435500,60,22828,Salaried,Bachelor,Home,1,0
CUST1143,656513,3,629,0,3941386,60,39205,Salaried,High School,Home,0,0
CUST1144,1886533,3,714,0,1812204,120,102628,Self-Employed,Bachelor,Home,1,1
CUST1145,901037,7,650,2,4834912,84,44201,Salaried,Bachelor,Vehicle,0,1
CUST1146,1493379,7,727,1,2109636,60,92697,Salaried,Bachelor,Home,0,1
CUST1147,2403650,10,676,2,3430795,84,130228,Salaried,Bachelor,Home,0,1
CUST1148,1201469,11,693,1,3592140,12,40134,Salaried,Master,Vehicle,1,1
CUST1149,1764973,2,640,2,4581536,120,75728,Business,High School,Business,1,0
CUST1150,1992336,3,594,0,3986906,48,90820,Salaried,High School,Vehicle,0,1
CUST1151,319544,3,620,3,2328569,84,8723,Business,Bachelor,Vehicle,1,0
CUST1152,643001,15,671,1,4162452,36,41651,Salaried,PhD,Home,0,1
CUST1153,1997189,7,826,4,393275,60,60629,Self-Employed,Bachelor,Personal,0,1
CUST1154,2331061,8,797,4,1120639,120,126019,Salaried,Bachelor,Home,1,1
CUST1155,1150834,8,627,0,3660680,36,53045,Government,Bachelor,Business,0,1
CUST1156,695693,4,684,2,4216932,12,18135,Government,Bachelor,Business,1,1
CUST1157,419017,15,656,2,1275619,12,26620,Salaried,High School,Home,0,1
CUST1158,594994,10,690,0,4378974,24,35993,Business,High School,Personal,0,1
CUST1159,1121768,8,700,4,2157716,60,52548,Salaried,Bachelor,Business,1,1
CUST1160,2020083,2,722,4,2913564,24,69772,Self-Employed,Bachelor,Home,1,1
CUST1161,1697740,2,447,2,4996098,120,51047,Business,High School,Personal,0,0
CUST1162,1256941,6,709,1,3712667,36,50455,Government,Master,Business,1,1
CUST1163,645982,4,648,3,2459021,48,23024,Business,PhD,Vehicle,1,0
CUST1164,453146,2,623,1,3806150,24,20895,Salaried,Bachelor,Business,1,0
CUST1165,1504667,6,743,4,2253092,12,98205,Salaried,Bachelor,Vehicle,0,1
CUST1166,1438870,6,797,1,2733525,60,70441,Salaried,PhD,Home,1,1
CUST1167,2109848,8,735,3,1640726,36,130980,Self-Employed,Master,Home,1,1
CUST1168,1344795,5,638,1,1370985,84,70090,Government,Bachelor,Business,0,1
CUST1169,1569330,2,593,1,4430655,120,70309,Salaried,Master,Home,1,1
CUST1170,1364141,3,439,1,1685335,120,82678,Self-Employed,High School,Vehicle,1,0
CUST1171,738516,14,694,1,3286808,12,32967,Salaried,Bachelor,Education,1,1
CUST1172,1146920,1,726,0,2620202,84,70183,Salaried,Bachelor,Home,1,1
CUST1173,257175,9,671,4,506195,120,9553,Self-Employed,High School,Home,1,0
CUST1174,2258808,10,754,3,4562276,48,68593,Self-Employed,Bachelor,Vehicle,1,1
CUST1175,1537453,7,574,4,1589998,60,93228,Government,High School,Vehicle,1,1
CUST1176,275028,16,666,0,3574756,48,13607,Salaried,Master,Education,1,1
CUST1177,1738242,10,659,0,1730871,120,107850,Government,Bachelor,Business,1,1
CUST1178,671450,17,671,0,1999428,48,43023,Salaried,Bachelor,Home,0,1
CUST1179,305149,4,773,0,1797888,120,8310,Salaried,High School,Business,0,1
CUST1180,933704,4,671,1,1578362,60,42832,Self-Employed,High School,Home,1,1
CUST1181,1431011,10,656,4,1078520,60,58132,Government,Bachelor,Business,0,1
CUST1182,343834,6,605,2,3466356,84,17562,Salaried,PhD,Business,1,0
CUST1183,1409787,16,786,3,1423368,48,81861,Salaried,High School,Personal,1,1
CUST1184,1505569,9,565,0,3751339,36,55241,Self-Employed,Bachelor,Education,1,1
CUST1185,1596828,2,635,4,931037,84,76967,Salaried,Master,Vehicle,1,0
CUST1186,2104717,0,815,0,3676307,60,114770,Government,High School,Business,1,1
CUST1187,1037342,7,717,0,3451268,12,31744,Government,Master,Personal,0,1
CUST1188,465711,7,678,0,304547,120,27439,Salaried,Bachelor,Education,1,1
CUST1189,1263868,9,681,0,2418403,84,63515,Self-Employed,Bachelor,Education,0,1
CUST1190,1303389,14,604,0,1613332,24,84152,Government,Bachelor,Personal,1,1
CUST1191,755919,13,674,3,2727221,36,29591,Salaried,Bachelor,Home,0,1
CUST1192,2287037,5,652,4,4140602,120,67481,Self-Employed,Bachelor,Home,0,1
CUST1193,2205739,1,694,0,4700215,84,101693,Salaried,Master,Home,1,1
CUST1194,1032746,1,559,0,1386371,60,29511,Self-Employed,Master,Vehicle,0,0
CUST1195,1555807,4,711,0,2641661,60,101745,Salaried,Master,Home,1,1
CUST1196,602381,6,761,0,73446,36,16030,Government,Master,Personal,1,1
CUST1197,1156433,9,663,1,1267756,24,65218,Salaried,Bachelor,Business,0,1
CUST1198,640244,3,731,1,2675263,84,30014,Salaried,Bachelor,Home,0,1
CUST1199,885860,9,704,2,2291678,84,35752,Government,Bachelor,Education,1,1
CUST1200,1700943,9,631,0,2806444,48,47189,Salaried,Master,Home,1,1
CUST1201,1549363,8,595,2,255162,12,78899,Salaried,Bachelor,Business,1,1
CUST1202,2322052,2,606,3,4710500,60,114672,Salaried,Bachelor,Vehicle,0,0
CUST1203,1664738,10,703,2,4516958,84,61101,Salaried,Master,Business,1,1
CUST1204,581067,18,675,4,2813049,84,36564,Business,Bachelor,Home,1,1
CUST1205,1301268,9,782,1,2253087,120,49020,Government,High School,Vehicle,1,1
CUST1206,640796,0,743,1,3002718,120,28027,Salaried,Bachelor,Vehicle,0,1
CUST1207,2100444,14,743,0,4745747,84,100100,Government,Bachelor,Vehicle,1,1
CUST1208,1980072,4,701,0,2401130,24,57771,Self-Employed,Master,Vehicle,0,1
CUST1209,1274979,19,603,3,4913446,12,81394,Business,PhD,Home,0,0
CUST1210,1844034,8,706,3,426924,84,74878,Salaried,Bachelor,Personal,1,1
CUST1211,975600,0,685,4,437688,36,27673,Self-Employed,Bachelor,Education,1,0
CUST1212,1184001,0,588,0,2663556,60,48706,Self-Employed,Master,Home,1,0
CUST1213,492023,15,776,0,4064398,48,24605,Self-Employed,High School,Vehicle,1,1
CUST1214,2255712,13,768,3,2485016,120,104669,Self-Employed,Bachelor,Personal,1,1
CUST1215,671862,19,588,3,1120648,36,36239,Salaried,PhD,Vehicle,1,0
CUST1216,935111,8,628,3,4325319,60,25539,Government,Master,Home,1,1
CUST1217,2414805,7,636,1,4469379,120,88999,Self-Employed,High School,Home,1,1
CUST1218,290155,6,728,2,3940026,24,17158,Business,Bachelor,Business,0,0
CUST1219,2079054,4,719,2,4421078,120,58897,Salaried,Master,Personal,0,1
CUST1220,1730184,6,683,0,4608708,12,104927,Self-Employed,Master,Home,1,1
CUST1221,268668,9,701,1,4643577,12,7745,Business,Master,Vehicle,1,1
CUST1222,2104914,3,576,3,601556,60,125808,Self-Employed,Bachelor,Home,0,0
CUST1223,2264508,0,710,0,3895066,36,90654,Government,PhD,Vehicle,1,1
CUST1224,733091,8,671,1,3963982,48,37027,Government,Bachelor,Personal,1,1
CUST1225,1736396,3,625,4,4238136,24,54471,Salaried,Master,Education,1,0
CUST1226,450914,0,557,1,2593951,60,12516,Self-Employed,Bachelor,Education,0,0
CUST1227,1621985,10,682,0,2750840,24,55143,Salaried,High School,Vehicle,0,1
CUST1228,542455,2,708,2,4540741,12,16451,Self-Employed,PhD,Business,1,1
CUST1229,459713,11,543,3,3831597,84,17476,Salaried,High School,Vehicle,1,0
CUST1230,1214586,11,681,4,4351313,84,56396,Government,Bachelor,Business,0,1
CUST1231,2026198,9,689,1,1911317,48,100360,Self-Employed,Master,Home,0,1
CUST1232,2077832,20,635,0,2956868,24,120329,Salaried,Bachelor,Vehicle,1,1
CUST1233,1926688,7,710,0,4108961,60,100849,Salaried,Master,Home,0,1
CUST1234,1916263,6,669,3,4881851,48,96512,Business,Bachelor,Personal,1,1
CUST1235,1532790,11,702,0,3296532,120,64618,Salaried,Bachelor,Home,1,1
CUST1236,2264504,7,722,0,4313304,120,101318,Salaried,PhD,Vehicle,0,1
CUST1237,2434736,13,722,3,4328483,36,102920,Salaried,High School,Home,0,1
CUST1238,839738,1,761,4,4175339,84,50460,Business,Master,Education,1,1
CUST1239,1793447,1,707,2,1950057,60,62023,Business,Bachelor,Education,0,0
CUST1240,2100379,11,641,2,1914273,24,53010,Self-Employed,Master,Vehicle,1,1
CUST1241,1339608,2,628,1,3670434,48,69844,Government,High School,Business,1,1
CUST1242,1435516,11,594,4,834514,60,47997,Salaried,Bachelor,Personal,1,0
CUST1243,1533324,9,692,1,1122456,48,95201,Business,Master,Education,0,1
CUST1244,2110082,4,785,2,1969587,48,128279,Salaried,Bachelor,Vehicle,0,1
CUST1245,253869,9,651,3,3589199,48,7158,Salaried,Master,Vehicle,1,1
CUST1246,2020418,1,715,0,4639022,24,59466,Salaried,Master,Home,1,1
CUST1247,1049807,3,619,2,2872704,60,47904,Self-Employed,Master,Education,0,0
CUST1248,1939980,6,695,4,2319590,12,97744,Government,PhD,Business,1,1
CUST1249,382416,8,780,2,2567793,12,13940,Salaried,Bachelor,Education,1,1
CUST1250,1549277,6,734,4,4689848,24,85003,Business,High School,Education,1,1
CUST1251,1508263,10,554,4,2916792,120,75093,Salaried,High School,Vehicle,0,0
CUST1252,929971,9,725,4,3529566,24,35835,Salaried,Bachelor,Home,1,1
CUST1253,445972,15,729,1,3594750,84,11620,Self-Employed,High School,Vehicle,1,1
CUST1254,1522057,7,693,3,4723794,48,85625,Self-Employed,Bachelor,Personal,1,1
CUST1255,2413706,13,733,2,2203883,60,81940,Government,High School,Business,1,1
CUST1256,2080341,12,613,3,2098613,60,124341,Self-Employed,High School,Business,0,0
CUST1257,665757,19,685,0,2396243,36,28302,Self-Employed,High School,Home,0,1
CUST1258,2234376,7,768,2,4315630,36,109584,Salaried,Master,Personal,0,1
CUST1259,2459176,5,761,3,387850,12,150926,Self-Employed,Bachelor,Home,1,1
CUST1260,1365111,14,723,3,3729020,36,83250,Business,Bachelor,Business,1,1
CUST1261,947524,9,609,0,1543156,36,38355,Salaried,Master,Personal,0,1
CUST1262,1823312,14,596,4,538968,12,61452,Government,High School,Business,0,0
CUST1263,1680948,11,689,2,4298949,84,96314,Self-Employed,PhD,Vehicle,0,1
CUST1264,2312786,0,694,2,1630096,120,99553,Salaried,Bachelor,Education,0,1
CUST1265,1035080,9,671,0,4715730,12,34159,Business,High School,Home,1,1
CUST1266,1774918,9,615,4,1743465,120,111259,Self-Employed,Master,Vehicle,0,0
CUST1267,1822892,8,714,2,4325892,36,60619,Salaried,Master,Home,0,1
CUST1268,653866,7,688,2,3725929,60,17049,Salaried,Bachelor,Vehicle,1,1
CUST1269,1905322,0,703,2,4357997,36,49243,Salaried,Master,Home,1,1
CUST1270,1543501,12,727,4,1716313,48,78610,Government,High School,Personal,1,1
CUST1271,888140,9,658,0,2157719,120,46689,Self-Employed,Bachelor,Home,0,1
CUST1272,372512,13,640,2,1661243,120,14140,Business,High School,Business,0,0
CUST1273,1141703,0,768,3,2278553,48,43765,Salaried,Bachelor,Business,1,1
CUST1274,1761074,10,619,4,2352611,48,68938,Salaried,Bachelor,Business,0,0
CUST1275,1995111,6,642,1,2208184,84,106419,Salaried,PhD,Education,0,1
CUST1276,1831143,8,778,0,749438,24,50214,Self-Employed,High School,Business,1,1
CUST1277,371420,6,636,3,3741316,48,23664,Business,Bachelor,Education,1,0
CUST1278,890644,10,672,2,4242896,120,30523,Self-Employed,Bachelor,Education,0,1
CUST1279,1729420,7,647,1,2727049,60,115271,Salaried,Master,Education,0,1
CUST1280,2255915,2,537,0,2338786,120,72520,Government,PhD,Business,1,1
CUST1281,827341,8,670,4,2761485,120,47280,Government,Master,Home,0,1
CUST1282,1700982,6,599,1,2895157,84,58358,Salaried,PhD,Personal,1,1
CUST1283,2267342,7,700,1,269162,24,64321,Government,Master,Business,1,1
CUST1284,2411984,0,768,3,4103492,24,148229,Salaried,PhD,Home,1,1
CUST1285,1381838,11,502,0,2891852,48,83989,Salaried,Master,Business,1,1
CUST1286,2344563,6,647,3,3363723,36,98038,Salaried,High School,Personal,0,0
CUST1287,465521,1,716,3,1390522,120,25262,Self-Employed,Bachelor,Home,0,0
CUST1288,1167073,12,505,2,1451051,12,56265,Salaried,Bachelor,Vehicle,1,1
CUST1289,1266787,11,786,4,2603272,36,76691,Salaried,Bachelor,Business,1,1
CUST1290,393981,6,710,1,3320514,36,15021,Salaried,Bachelor,Home,1,1
CUST1291,960926,2,766,0,3788163,24,44990,Government,Bachelor,Vehicle,1,1
CUST1292,2275588,8,634,4,596363,24,102910,Business,PhD,Education,1,0
CUST1293,190651,8,644,4,4230513,84,7577,Government,High School,Home,1,0
CUST1294,1045363,12,667,0,4064175,84,64962,Salaried,Master,Vehicle,1,1
CUST1295,617625,5,851,4,4374155,24,19709,Salaried,Master,Business,1,1
CUST1296,1378734,13,785,2,1158198,60,43057,Salaried,PhD,Personal,1,1
CUST1297,1552070,5,690,4,3512087,60,76110,Salaried,PhD,Business,0,1
CUST1298,1656402,1,700,2,1958981,12,86788,Self-Employed,Master,Vehicle,1,1
CUST1299,435948,2,730,1,1731518,24,14433,Self-Employed,Bachelor,Vehicle,1,1
CUST1300,1750057,7,871,1,3444837,48,72242,Government,Bachelor,Home,0,1
CUST1301,1041069,7,710,3,336172,84,67086,Self-Employed,Bachelor,Vehicle,1,1
CUST1302,1699825,9,683,2,4544463,24,59962,Salaried,Master,Business,1,1
CUST1303,1036626,7,652,1,611133,60,54783,Salaried,Master,Home,1,1
CUST1304,1043349,12,698,4,1699258,24,58260,Self-Employed,Master,Business,0,1
CUST1305,2341352,6,633,0,4419535,60,102251,Salaried,High School,Home,1,1
CUST1306,1334424,0,719,0,4209962,24,85487,Salaried,Bachelor,Vehicle,0,1
CUST1307,286022,7,565,2,4531678,120,15929,Salaried,Bachelor,Business,1,0
CUST1308,1641331,0,659,3,1715418,48,72350,Salaried,High School,Personal,0,0
CUST1309,960741,9,738,4,3244990,12,46809,Salaried,Bachelor,Home,1,1
CUST1310,2075066,13,709,2,3154857,120,111760,Government,High School,Business,1,1
CUST1311,650529,3,642,0,4286026,48,32314,Government,Master,Home,0,1
CUST1312,341445,15,661,2,745519,60,21037,Salaried,Bachelor,Business,1,1
CUST1313,404605,12,762,4,290740,84,16131,Salaried,Bachelor,Vehicle,1,1
CUST1314,2480199,14,583,1,3296536,84,92995,Government,PhD,Vehicle,0,1
CUST1315,864029,8,583,4,4499720,36,29299,Salaried,Bachelor,Vehicle,0,0
CUST1316,1323051,3,605,1,1360704,48,35159,Salaried,High School,Personal,0,0
CUST1317,690370,11,679,1,2917492,24,18496,Salaried,Bachelor,Home,0,1
CUST1318,1932374,4,571,1,3037008,12,118362,Salaried,High School,Education,1,0
CUST1319,400972,8,756,2,3683803,24,21358,Government,High School,Vehicle,1,1
CUST1320,1921373,7,606,0,3427300,24,100914,Government,High School,Business,0,1
CUST1321,388944,13,697,2,1719163,48,19684,Salaried,Bachelor,Home,1,1
CUST1322,1172382,11,633,0,2837186,12,70793,Salaried,High School,Business,1,1
CUST1323,1871870,7,674,4,3358769,36,84254,Salaried,Bachelor,Education,0,1
CUST1324,1541303,0,551,3,1637361,120,94431,Salaried,Master,Education,0,0
CUST1325,187461,4,760,4,2003923,24,7494,Business,Bachelor,Vehicle,0,0
CUST1326,652501,11,603,2,307471,12,41507,Self-Employed,PhD,Education,1,1
CUST1327,1377162,9,594,2,2239171,36,74519,Self-Employed,Bachelor,Home,1,1
CUST1328,1226161,0,870,0,1813190,120,43793,Government,Bachelor,Home,1,1
CUST1329,674178,0,724,2,1207593,24,32700,Government,Master,Personal,0,1
CUST1330,2182348,8,756,1,905817,12,103027,Government,High School,Personal,1,1
CUST1331,1959685,2,716,2,3300881,120,60252,Salaried,High School,Vehicle,1,1
CUST1332,2077501,3,643,0,608114,48,103117,Salaried,Master,Education,1,1
CUST1333,740315,11,575,0,4878626,84,28217,Self-Employed,Bachelor,Personal,1,0
CUST1334,2451073,14,656,1,1707106,84,66623,Salaried,Master,Vehicle,1,1
CUST1335,2115135,4,601,0,2008074,24,136484,Business,PhD,Vehicle,1,1
CUST1336,853218,7,606,3,1672964,24,44135,Self-Employed,Bachelor,Vehicle,1,0
CUST1337,783291,7,553,4,408349,120,48202,Business,Bachelor,Education,0,0
CUST1338,887755,7,689,2,1111385,12,47201,Salaried,Bachelor,Business,1,1
